,SK_ID_CURR,TARGET
0,100001,0.06505115350365899
1,100005,0.12640086286207214
2,100013,0.08123883481753814
3,100028,0.06150936361445509
4,100038,0.12830764326246155
5,100042,0.055893562654302655
6,100057,0.08303505659957812
7,100065,0.12547014945404755
8,100066,0.05035906244185301
9,100067,0.10329456967704863
10,100074,0.06324561358749253
11,100090,0.11512749959390199
12,100091,0.11715822104511223
13,100092,0.09810110738049097
14,100106,0.15582105555336925
15,100107,0.11181272003296602
16,100109,0.09856982364431131
17,100117,0.07621643925456385
18,100128,0.0734935018500487
19,100141,0.08792808085047807
20,100150,0.07549698001080203
21,100168,0.06499484686526817
22,100169,0.04432495822613238
23,100170,0.08690339091889726
24,100171,0.09982796639888068
25,100172,0.12153726652090685
26,100184,0.07391717210447457
27,100187,0.06173908150778889
28,100212,0.08580741486609238
29,100222,0.08476303380360346
30,100223,0.06309495139766641
31,100232,0.07324641756621232
32,100241,0.1411894160301818
33,100245,0.07944665703269006
34,100253,0.061443411077204906
35,100256,0.0945055225006066
36,100271,0.05483319047297365
37,100278,0.10646984965464183
38,100280,0.07066897821557816
39,100306,0.15388845599462234
40,100311,0.10708583173122707
41,100312,0.06354206411778865
42,100330,0.07495907404325679
43,100331,0.08947734436037075
44,100352,0.09284457873378965
45,100358,0.09300646295957904
46,100367,0.08562889481562205
47,100382,0.0852810647115961
48,100384,0.07421528114337465
49,100385,0.11568043013464616
50,100386,0.09037798935695132
51,100399,0.07180169163277558
52,100404,0.06926376142877252
53,100416,0.07177980818878783
54,100422,0.12102744691321068
55,100426,0.0794346542050855
56,100438,0.06845415904714298
57,100444,0.11472582332051413
58,100445,0.12338752376867876
59,100446,0.11718791412933058
60,100447,0.06484685933662432
61,100450,0.073684897940814
62,100466,0.08577776882932897
63,100483,0.07288528331888562
64,100484,0.052560838077373766
65,100494,0.08403868913148668
66,100510,0.12550612364273958
67,100512,0.059550916846472776
68,100517,0.06955169980080028
69,100548,0.05836370540743322
70,100551,0.0700706644788238
71,100552,0.1256188788202177
72,100553,0.08592070699338535
73,100561,0.09290545248633343
74,100568,0.12349820383732121
75,100569,0.06932599505218809
76,100591,0.09532500450649677
77,100592,0.047867000479934384
78,100602,0.1076153097821073
79,100607,0.07915733752121473
80,100613,0.08342402592094025
81,100617,0.07819070190652498
82,100618,0.09140864410334729
83,100622,0.16354194746655262
84,100625,0.12431263176237191
85,100677,0.08352778474211338
86,100699,0.07670660572911978
87,100702,0.13677986299869774
88,100711,0.08414673212557172
89,100729,0.1370049868961548
90,100740,0.11816033287164776
91,100744,0.10482654720052277
92,100745,0.10250459482496348
93,100747,0.1000602256322179
94,100751,0.1110557246368185
95,100752,0.08554727492674796
96,100753,0.145713595978099
97,100754,0.09584956063196268
98,100760,0.10778869724450375
99,100762,0.09414765932663514
100,100763,0.07689646213231564
101,100765,0.07605647559910436
102,100770,0.10165115911132175
103,100772,0.08600916255940495
104,100777,0.08513413574717509
105,100791,0.0688943662296549
106,100792,0.05947658166287266
107,100797,0.08817675375476751
108,100823,0.09451281696192228
109,100826,0.09202204145795945
110,100830,0.06687916893389162
111,100836,0.13168645541781857
112,100872,0.08325691765578372
